CustomerID,Recency,Frequency,Monetary,LastPurchase,Cluster
12501,337,1,2169.39,2011-01-07 12:28:00,1
12502,96,5,3723.87,2011-09-05 11:52:00,0
12504,19,2,482.04999999999995,2011-11-21 16:02:00,1
12506,233,1,73.5,2011-04-21 08:54:00,1
12507,135,3,1304.81,2011-07-28 17:09:00,1
12508,27,2,397.88,2011-11-13 15:37:00,1
12509,285,1,176.5,2011-02-28 14:45:00,1
12510,143,2,982.5699999999999,2011-07-20 10:15:00,1
12512,67,2,132.18,2011-10-04 14:55:00,1
12513,113,1,612.29,2011-08-19 10:51:00,1
12514,268,1,1017.68,2011-03-17 16:38:00,1
12515,354,1,383.7,2010-12-21 15:43:00,1
12516,78,2,1312.06,2011-09-23 09:13:00,1
12517,29,5,2481.6,2011-11-11 14:04:00,0
12518,1,5,2056.89,2011-12-09 10:13:00,0
12519,64,1,330.84,2011-10-07 09:26:00,1
12520,80,5,2634.26,2011-09-21 15:23:00,0
12521,143,1,599.68,2011-07-20 10:51:00,1
12522,40,2,192.72,2011-10-31 15:30:00,1
12523,20,11,1789.77,2011-11-20 12:55:00,0
12524,10,8,4485.72,2011-11-30 15:31:00,0
12526,1,3,1316.66,2011-12-09 12:09:00,0
12527,82,3,348.71000000000004,2011-09-19 11:55:00,1
12528,10,6,1933.48,2011-11-30 14:40:00,0
12530,60,4,1662.28,2011-10-11 12:34:00,0
12531,15,1,125.22,2011-11-25 11:12:00,1
12532,31,1,349.83000000000004,2011-11-09 13:47:00,1
12534,131,1,1089.18,2011-08-01 10:26:00,1
12535,92,2,716.35,2011-09-09 08:48:00,1
12536,44,3,12601.830000000002,2011-10-27 14:20:00,0
12538,30,1,363.95,2011-11-10 17:16:00,1
12539,23,4,5568.35,2011-11-17 13:30:00,0
12540,20,17,13400.24,2011-11-20 11:31:00,0
12541,30,3,981.18,2011-11-10 10:40:00,0
12544,37,1,372.7,2011-11-03 16:15:00,1
12545,76,2,1000.39,2011-09-25 13:39:00,1
12546,47,2,1161.5,2011-10-24 12:09:00,1
12547,198,2,207.79999999999998,2011-05-26 12:38:00,1
12548,167,1,95.19999999999999,2011-06-26 15:35:00,1
12550,80,1,964.83,2011-09-21 14:35:00,1
12551,358,1,168.0,2010-12-17 11:23:00,1
12552,39,2,437.82,2011-11-01 10:02:00,1
12553,9,10,3692.28,2011-12-01 16:38:00,0
12556,51,2,599.56,2011-10-20 13:06:00,1
12557,17,5,11990.960000000001,2011-11-23 16:59:00,0
12558,8,1,269.96,2011-12-02 10:41:00,1
12559,311,2,561.71,2011-02-02 09:49:00,1
12560,6,3,2134.01,2011-12-04 13:54:00,0
12561,303,1,238.85,2011-02-10 11:39:00,1
12562,9,7,3781.7400000000002,2011-12-01 17:20:00,0
12564,262,1,456.9,2011-03-23 14:55:00,1
12565,289,1,145.92,2011-02-24 10:34:00,1
12566,87,1,351.65,2011-09-14 14:30:00,1
12567,23,10,9401.28,2011-11-17 11:02:00,0
12569,3,32,4124.69,2011-12-07 16:24:00,0
12571,40,2,519.61,2011-10-31 10:19:00,1
12572,9,2,1020.42,2011-12-01 09:20:00,0
12573,228,1,160.54000000000002,2011-04-26 15:52:00,1
12574,316,1,218.45,2011-01-28 09:20:00,1
12576,36,5,1315.83,2011-11-04 10:11:00,0
12577,36,3,626.6,2011-11-04 13:24:00,1
12578,22,2,2794.51,2011-11-18 13:30:00,0
12579,79,1,440.42,2011-09-22 17:15:00,1
12580,247,1,415.7,2011-04-07 10:24:00,1
12581,40,1,197.71,2011-10-31 08:56:00,1
12582,239,2,511.36,2011-04-15 08:45:00,1
12583,3,15,7281.38,2011-12-07 08:07:00,0
12584,4,9,2338.15,2011-12-06 09:35:00,0
12585,235,2,2040.1,2011-04-19 13:39:00,1
12586,18,1,196.94000000000003,2011-11-22 16:24:00,1
12587,8,1,144.0,2011-12-02 12:47:00,1
12588,40,1,214.89999999999998,2011-10-31 15:01:00,1
12589,29,2,646.68,2011-11-11 10:19:00,1
12590,212,2,9864.26,2011-05-12 14:52:00,0
12591,318,1,452.84999999999997,2011-01-26 14:35:00,1
12592,93,2,437.6,2011-09-08 15:04:00,1
12593,109,3,418.09999999999997,2011-08-23 12:43:00,1
12594,38,10,3338.2200000000003,2011-11-02 12:20:00,0
12596,52,2,618.27,2011-10-19 13:02:00,1
12597,20,4,3811.22,2011-11-20 13:33:00,0
12598,10,8,3023.08,2011-11-30 12:18:00,0
12599,30,7,1032.58,2011-11-10 13:34:00,0
12600,29,10,2599.04,2011-11-11 10:29:00,0
12601,190,5,577.0600000000001,2011-06-03 10:17:00,1
12602,59,1,153.12,2011-10-12 11:22:00,1
12603,22,1,739.1999999999999,2011-11-18 10:42:00,1
12604,80,2,254.18,2011-09-21 14:08:00,1
12607,61,1,1579.51,2011-10-10 16:06:00,1
12609,79,3,1126.85,2011-09-22 16:34:00,1
12610,23,5,2099.54,2011-11-17 09:34:00,0
12611,53,1,1193.32,2011-10-18 13:12:00,1
12612,75,1,704.0400000000001,2011-09-26 15:35:00,1
12613,58,5,3344.38,2011-10-13 14:59:00,0
12614,278,1,315.6,2011-03-07 10:22:00,1
12615,3,4,2291.19,2011-12-07 15:02:00,0
12616,96,2,713.3,2011-09-05 15:17:00,1
12617,30,1,352.98,2011-11-10 14:39:00,1
12618,22,1,177.31,2011-11-18 11:10:00,1
12619,17,9,3641.24,2011-11-23 14:52:00,0
12620,15,3,1339.41,2011-11-25 10:20:00,0
12621,2,20,13689.67,2011-12-08 11:25:00,0
12622,233,1,180.1,2011-04-21 16:39:00,1
12623,277,1,305.1,2011-03-08 13:50:00,1
12624,107,2,641.13,2011-08-25 15:04:00,1
12625,212,2,2683.82,2011-05-12 09:54:00,1
12626,24,9,6620.48,2011-11-16 16:06:00,0
12627,11,7,4478.53,2011-11-29 12:07:00,0
12628,5,3,786.46,2011-12-05 13:15:00,0
12630,10,2,1270.88,2011-11-30 10:48:00,0
12631,58,1,640.5,2011-10-13 13:53:00,1
12633,59,4,2163.98,2011-10-12 11:40:00,0
12635,90,2,1689.18,2011-09-11 11:04:00,1
12637,68,8,6002.9,2011-10-03 13:46:00,0
12638,34,1,671.69,2011-11-06 13:11:00,1
12639,239,1,486.1,2011-04-15 12:48:00,1
12640,24,3,1174.58,2011-11-16 11:52:00,0
12641,116,1,185.9,2011-08-16 13:26:00,1
12642,26,3,1013.26,2011-11-14 15:03:00,0
12643,129,6,3344.64,2011-08-03 12:56:00,0
12644,130,1,477.91,2011-08-02 10:33:00,1
12645,34,4,1775.18,2011-11-06 12:38:00,0
12646,5,2,1346.97,2011-12-05 10:14:00,0
12647,23,12,3722.82,2011-11-17 12:56:00,0
12648,155,1,318.05,2011-07-08 11:55:00,1
12649,108,3,623.51,2011-08-24 14:41:00,1
12650,4,1,314.44,2011-12-06 16:34:00,1
12651,335,1,114.0,2011-01-09 12:46:00,1
12652,332,1,919.98,2011-01-12 15:00:00,1
12653,149,2,2209.85,2011-07-14 10:41:00,1
12654,11,5,601.98,2011-11-29 10:10:00,0
12656,18,5,4051.17,2011-11-22 13:42:00,0
12657,12,4,1643.18,2011-11-28 15:47:00,0
12658,19,1,686.05,2011-11-21 10:22:00,1
12659,30,1,91.68,2011-11-10 11:53:00,1
12660,12,1,245.1,2011-11-28 13:26:00,1
12662,1,11,3849.78,2011-12-09 11:59:00,0
12664,9,9,4881.88,2011-12-01 17:07:00,0
12665,325,1,63.0,2011-01-19 08:34:00,1
12667,59,1,620.13,2011-10-12 17:00:00,1
12668,12,4,3807.15,2011-11-28 10:56:00,0
12669,151,3,2744.0299999999997,2011-07-12 09:54:00,1
12670,11,5,2996.05,2011-11-29 15:23:00,0
12672,330,1,225.89999999999998,2011-01-14 09:20:00,1
12673,6,2,610.52,2011-12-04 13:55:00,0
12674,39,4,1970.6,2011-11-01 12:12:00,0
12676,25,6,1331.39,2011-11-15 12:25:00,0
12678,43,12,17628.46,2011-10-28 13:04:00,0
12679,59,4,1113.02,2011-10-12 12:30:00,0
12680,1,4,862.81,2011-12-09 12:50:00,0
12681,15,22,13787.54,2011-11-25 11:33:00,0
12682,4,31,12279.82,2011-12-06 10:00:00,0
12683,5,15,8476.57,2011-12-05 16:31:00,0
12684,8,7,2283.63,2011-12-02 09:53:00,0
12685,29,6,2863.08,2011-11-11 13:46:00,0
12686,372,1,89.14,2010-12-03 09:51:00,1
12688,114,1,4873.8099999999995,2011-08-18 08:49:00,1
12689,26,2,1247.61,2011-11-14 08:31:00,1
12690,206,1,389.01,2011-05-18 09:09:00,1
12691,29,6,1035.8,2011-11-11 16:49:00,0
12693,128,4,855.91,2011-08-04 17:51:00,1
12694,71,2,869.67,2011-09-30 13:06:00,1
12695,8,4,582.1,2011-12-02 13:22:00,0
12697,29,3,957.59,2011-11-11 08:47:00,0
12700,8,4,4939.99,2011-12-02 10:47:00,0
12701,80,2,797.71,2011-09-21 10:47:00,1
12702,20,1,219.0,2011-11-20 10:36:00,1
12703,72,1,283.55,2011-09-29 17:52:00,1
12704,8,8,2340.84,2011-12-02 13:15:00,0
12705,16,9,6868.29,2011-11-24 13:17:00,0
12707,292,1,603.42,2011-02-21 08:38:00,1
12708,30,10,2712.91,2011-11-10 09:52:00,0
12709,16,15,9706.52,2011-11-24 15:38:00,0
12710,97,3,1149.02,2011-09-04 12:00:00,1
12712,29,13,4396.13,2011-11-11 08:19:00,0
12713,1,1,848.55,2011-12-09 12:16:00,0
12714,10,5,4708.86,2011-11-30 15:43:00,0
12715,107,1,343.36,2011-08-25 15:22:00,1
12716,4,2,1053.49,2011-12-06 08:55:00,0
12717,152,2,1030.98,2011-07-11 14:47:00,1
12718,72,1,238.25,2011-09-29 16:38:00,1
12719,6,2,644.95,2011-12-04 13:45:00,0
12720,3,25,5781.73,2011-12-07 08:03:00,0
12721,32,6,2656.13,2011-11-08 12:13:00,0
12722,86,4,997.63,2011-09-15 14:50:00,1
12723,4,5,725.07,2011-12-06 10:19:00,0
12724,6,4,1031.41,2011-12-04 16:02:00,0
12725,372,1,427.8,2010-12-03 15:45:00,1
12726,29,7,2609.1,2011-11-11 13:35:00,0
12727,11,7,3980.7,2011-11-29 11:46:00,0
12728,72,4,836.33,2011-09-29 15:31:00,1
12729,114,1,453.01,2011-08-18 11:40:00,1
12731,24,12,18895.91,2011-11-16 11:59:00,0
12732,180,1,236.26000000000002,2011-06-13 11:33:00,1
12733,235,1,383.95,2011-04-19 16:19:00,1
12734,353,1,110.39999999999999,2010-12-22 12:47:00,1
12735,316,2,779.5699999999999,2011-01-28 13:37:00,1
12736,333,1,234.0,2011-01-11 07:57:00,1
12738,373,1,155.35,2010-12-02 18:27:00,1
12739,79,2,1013.04,2011-09-22 13:00:00,1
12740,64,1,427.6,2011-10-07 10:44:00,1
12743,135,2,540.13,2011-07-28 16:21:00,1
12744,52,7,21279.29,2011-10-19 11:18:00,0
12747,3,11,4196.01,2011-12-07 14:34:00,0
12748,1,209,33053.19,2011-12-09 12:20:00,0
12749,4,5,4090.88,2011-12-06 09:56:00,0
12750,129,1,275.88,2011-08-03 09:13:00,1
12752,82,1,4366.78,2011-09-19 13:32:00,1
12753,23,6,21429.39,2011-11-17 10:52:00,0
12754,236,3,3010.74,2011-04-18 09:00:00,1
12755,281,2,3811.95,2011-03-04 12:42:00,1
12756,87,1,112.07999999999998,2011-09-14 09:31:00,1
12757,16,13,7834.650000000001,2011-11-24 12:30:00,0
12758,117,2,2791.59,2011-08-15 10:22:00,1
12759,53,3,1531.44,2011-10-18 14:49:00,0
12762,8,2,1898.52,2011-12-02 10:23:00,0
12763,139,2,494.08,2011-07-24 14:12:00,1
12764,317,1,1693.88,2011-01-27 10:19:00,1
12766,4,7,6989.63,2011-12-06 08:46:00,0
12769,239,1,1143.6,2011-04-15 10:25:00,1
12770,211,1,1351.45,2011-05-13 09:33:00,1
12772,60,1,892.47,2011-10-11 09:19:00,1
12775,18,5,1386.04,2011-11-22 16:33:00,0
12778,20,6,822.23,2011-11-20 11:30:00,0
12779,38,8,3981.36,2011-11-02 11:43:00,0
12781,64,2,826.74,2011-10-07 10:37:00,1
12782,5,5,2330.92,2011-12-05 09:16:00,0
12783,3,6,2225.91,2011-12-07 15:56:00,0
12784,10,2,532.8199999999999,2011-11-30 15:38:00,1
12785,365,1,311.95,2010-12-10 13:48:00,1
12787,10,3,463.66,2011-11-30 08:44:00,0
12789,66,1,91.85,2011-10-05 13:34:00,1
12790,193,1,324.92,2011-05-31 14:14:00,1
12791,374,1,192.60000000000002,2010-12-01 11:27:00,1
12792,257,1,400.53999999999996,2011-03-28 11:36:00,1
12793,335,2,545.48,2011-01-09 12:12:00,1
12794,54,2,860.41,2011-10-17 14:54:00,1
12795,19,1,430.48,2011-11-21 10:27:00,1
12797,366,1,254.03,2010-12-09 10:55:00,1
12798,11,3,6977.04,2011-11-29 15:52:00,0
12802,187,1,427.58,2011-06-06 09:36:00,1
12808,37,3,483.65000000000003,2011-11-03 10:05:00,1
12809,178,1,489.31,2011-06-15 10:51:00,1
12811,261,3,514.85,2011-03-24 09:42:00,1
12812,45,1,229.64000000000001,2011-10-26 09:54:00,1
12814,102,1,125.92,2011-08-30 12:11:00,1
12815,148,2,1063.46,2011-07-15 10:21:00,1
12816,96,2,572.2,2011-09-05 12:41:00,1
12817,282,1,166.04,2011-03-03 16:28:00,1
12818,262,1,1542.08,2011-03-23 12:06:00,1
12820,4,4,942.34,2011-12-06 15:12:00,0
12821,215,1,92.72,2011-05-09 15:51:00,1
12822,71,2,948.88,2011-09-30 10:04:00,1
12823,75,5,1759.5,2011-09-26 07:35:00,0
12824,60,1,397.12,2011-10-11 12:49:00,1
12826,3,7,1474.72,2011-12-07 10:25:00,0
12827,6,3,430.15000000000003,2011-12-04 12:17:00,0
12828,3,6,1018.71,2011-12-07 08:45:00,0
12829,337,2,293.0,2011-01-07 11:13:00,1
12830,38,6,6814.64,2011-11-02 11:54:00,0
12831,263,1,215.05,2011-03-22 13:02:00,1
12832,33,2,383.03,2011-11-07 13:30:00,1
12833,146,1,417.38,2011-07-17 13:46:00,1
12834,283,1,312.38,2011-03-02 09:49:00,1
12836,60,4,2610.36,2011-10-11 15:10:00,0
12837,174,1,134.1,2011-06-19 16:07:00,1
12838,34,2,671.95,2011-11-06 12:20:00,1
12839,3,14,5591.42,2011-12-07 12:33:00,0
12840,144,4,2726.77,2011-07-19 09:29:00,0
12841,5,25,3991.58,2011-12-05 11:13:00,0
12842,71,2,1118.99,2011-09-30 15:33:00,1
12843,66,8,1702.26,2011-10-05 12:09:00,0
12844,30,2,325.96000000000004,2011-11-10 13:31:00,1
12845,268,4,354.09,2011-03-17 13:34:00,1
12847,23,1,843.64,2011-11-17 13:16:00,1
12849,32,2,1010.29,2011-11-08 13:41:00,1
12851,97,1,131.81,2011-09-04 12:41:00,1
12852,295,1,311.55,2011-02-18 08:47:00,1
12853,135,6,1957.1000000000001,2011-07-28 11:29:00,0
12854,79,3,1316.25,2011-09-22 12:15:00,1
12855,373,1,38.1,2010-12-02 09:37:00,1
12856,8,6,2170.78,2011-12-02 10:52:00,0
12857,211,2,1106.4,2011-05-13 10:20:00,1
12863,53,1,521.2,2011-10-18 14:15:00,1
12864,139,1,147.12,2011-07-24 13:03:00,1
12865,27,2,1568.23,2011-11-13 14:31:00,0
12866,284,1,559.12,2011-03-01 14:11:00,1
12867,27,7,4009.34,2011-11-13 15:30:00,0
12868,186,6,1607.0600000000002,2011-06-07 10:42:00,0
12871,85,2,380.64,2011-09-16 15:07:00,1
12872,327,2,599.97,2011-01-17 10:52:00,1
12873,283,1,374.0,2011-03-02 14:58:00,1
12875,144,2,343.2300000000001,2011-07-19 15:30:00,1
12876,58,2,2218.02,2011-10-13 12:26:00,1
12877,4,12,1535.77,2011-12-06 10:30:00,0
12878,237,2,854.99,2011-04-17 13:07:00,1
12879,45,3,573.22,2011-10-26 12:24:00,1
12881,276,1,298.0,2011-03-09 11:44:00,1
12882,10,2,1463.04,2011-11-30 16:18:00,0
12883,25,4,703.47,2011-11-15 09:32:00,0
12884,89,1,309.05,2011-09-12 13:10:00,1
12885,64,3,1175.22,2011-10-07 13:40:00,1
12886,68,2,1378.4,2011-10-03 10:09:00,1
12888,215,2,354.12,2011-05-09 16:02:00,1
12890,25,1,376.71999999999997,2011-11-15 17:26:00,1
12891,186,3,331.0,2011-06-07 12:31:00,1
12893,31,1,176.55,2011-11-09 12:34:00,1
12895,43,2,372.8,2011-10-28 13:51:00,1
12897,205,2,216.5,2011-05-19 12:13:00,1
12901,9,28,17654.54,2011-12-01 10:07:00,0
12902,265,1,138.68,2011-03-20 12:06:00,1
12904,19,2,496.06,2011-11-21 14:34:00,1
12906,12,5,2919.81,2011-11-28 09:55:00,0
12908,177,2,750.0,2011-06-16 15:39:00,1
12909,40,5,2178.67,2011-10-31 12:43:00,0
12910,24,8,3075.04,2011-11-16 14:28:00,0
12912,3,5,1662.3,2011-12-07 08:55:00,0
12913,5,5,2483.63,2011-12-05 12:11:00,0
12915,149,2,363.65,2011-07-14 11:34:00,1
12916,139,4,2944.95,2011-07-24 10:35:00,0
12917,129,1,594.0,2011-08-03 16:42:00,1
12919,9,6,1335.19,2011-12-01 13:47:00,0
12920,18,1,162.78,2011-11-22 15:05:00,1
12921,10,37,16587.09,2011-11-30 16:22:00,0
12922,162,1,405.38,2011-07-01 15:35:00,1
12923,65,1,172.82,2011-10-06 16:20:00,1
12924,89,4,933.7,2011-09-12 13:55:00,1
12925,5,2,694.05,2011-12-05 11:11:00,0
12928,36,5,2062.7000000000003,2011-11-04 14:24:00,0
12929,312,1,117.85,2011-02-01 12:08:00,1
12930,79,2,415.8,2011-09-22 15:18:00,1
12931,22,15,42055.96,2011-11-18 12:39:00,0
12933,25,3,607.53,2011-11-15 16:38:00,1
12935,3,7,2160.7,2011-12-07 17:25:00,0
12936,18,4,1063.9,2011-11-22 17:32:00,0
12937,16,4,1504.27,2011-11-24 15:05:00,0
12938,26,1,114.14,2011-11-14 11:21:00,1
12939,65,8,11581.8,2011-10-06 14:33:00,0
12940,55,2,899.69,2011-10-16 12:09:00,1
12942,132,3,675.6,2011-07-31 14:39:00,1
12944,36,2,604.51,2011-11-04 11:04:00,1
12945,289,1,462.95,2011-02-24 14:15:00,1
12947,144,6,1603.99,2011-07-19 10:06:00,0
12948,17,7,2064.95,2011-11-23 17:10:00,0
12949,31,8,4167.22,2011-11-09 11:25:00,0
12950,3,3,1843.0,2011-12-07 13:17:00,0
12951,9,6,1064.07,2011-12-01 12:14:00,0
12952,6,4,1387.79,2011-12-04 10:35:00,0
12953,10,1,329.85,2011-11-30 09:24:00,1
12955,2,11,4757.16,2011-12-08 16:29:00,0
12956,307,1,108.07,2011-02-06 16:08:00,1
12957,10,8,4017.54,2011-11-30 09:53:00,0
12962,8,2,266.39,2011-12-02 15:55:00,1
12963,9,8,1856.63,2011-12-01 12:55:00,0
12965,90,1,769.8100000000001,2011-09-11 15:31:00,1
12966,10,1,160.18,2011-11-30 12:38:00,1
12967,359,2,1660.9,2010-12-16 19:10:00,1
12968,113,1,135.95,2011-08-19 15:44:00,1
12970,8,4,405.47,2011-12-02 14:30:00,0
12971,4,86,11189.91,2011-12-06 12:20:00,0
12974,198,1,144.8,2011-05-26 09:33:00,1
12976,212,1,738.6,2011-05-12 09:55:00,1
12977,157,1,39.239999999999995,2011-07-06 16:40:00,1
12980,158,9,7374.900000000001,2011-07-05 09:34:00,0
12981,30,2,372.21999999999997,2011-11-10 12:00:00,1
12982,243,1,390.54,2011-04-11 11:51:00,1
12984,19,1,97.5,2011-11-21 12:37:00,1
12985,1,2,1239.38,2011-12-09 10:46:00,0
12987,74,2,558.7,2011-09-27 12:03:00,1
12988,293,1,505.82,2011-02-20 14:31:00,1
12989,4,15,6924.110000000001,2011-12-06 15:28:00,0
12990,32,3,409.5,2011-11-08 13:01:00,1
12991,24,2,503.76,2011-11-16 15:34:00,1
12993,24,4,414.76,2011-11-16 15:49:00,1
12994,5,3,974.4200000000001,2011-12-05 15:43:00,0
12995,86,1,211.32,2011-09-15 15:44:00,1
12997,23,4,1226.89,2011-11-17 15:47:00,0
12999,197,3,455.88,2011-05-27 13:24:00,1
13000,107,3,534.85,2011-08-25 10:43:00,1
13001,5,13,9785.970000000001,2011-12-05 14:51:00,0
13002,319,1,120.94999999999999,2011-01-25 15:18:00,1
13003,106,3,149.05,2011-08-26 10:50:00,1
13004,12,18,5655.91,2011-11-28 11:27:00,0
13005,174,2,513.7,2011-06-19 10:53:00,1
13006,57,1,81.57,2011-10-14 13:49:00,1
13008,324,1,229.46999999999997,2011-01-20 14:24:00,1
13011,373,1,50.550000000000004,2010-12-02 17:22:00,1
13012,10,8,1646.8400000000001,2011-11-30 13:05:00,0
13013,2,13,4810.9400000000005,2011-12-08 15:01:00,0
13014,11,10,3466.2799999999997,2011-11-29 12:27:00,0
13015,54,5,3339.64,2011-10-17 13:19:00,0
13016,74,3,789.89,2011-09-27 14:08:00,1
13017,8,1,204.0,2011-12-02 15:53:00,1
13018,17,28,7277.7,2011-11-23 13:28:00,0
